"PersonId","TaskType","credits"
"PID0107","Email workflow",75.3
"PID0107","Communication workflow",71.6
"PID0107","Document and comment",77.8
"PID0107","Analysis and research",44.2
"PID0107","General assistance",18.6
"PID0107","Specialised workflow",13.1
"PID0108","Write or debug code",7.7
"PID0108","Meeting workflow",31.2
"PID0108","Email workflow",37.3
"PID0108","Communication workflow",44.2
"PID0108","Document and comment",18.6
"PID0108","Analysis and research",15.8
"PID0108","General assistance",29.5
"PID0108","Specialised workflow",13.4
"PID0109","Write or debug code",0
"PID0109","Meeting workflow",0
"PID0109","Email workflow",0
"PID0109","Communication workflow",0
"PID0109","Document and comment",0
"PID0109","Analysis and research",0
"PID0109","General assistance",0
"PID0109","Specialised workflow",0
"PID0110","Write or debug code",97.7
"PID0110","Meeting workflow",517.4
"PID0110","Email workflow",589.2
"PID0110","Communication workflow",380.4
"PID0110","Document and comment",320.6
"PID0110","Analysis and research",291.1
"PID0110","General assistance",232.3
"PID0110","Specialised workflow",90.8
"PID0111","Write or debug code",87.3
"PID0111","Meeting workflow",22.7
"PID0111","Email workflow",14.1
"PID0111","Communication workflow",19.2
"PID0111","Document and comment",17
"PID0111","Analysis and research",20.8
"PID0111","General assistance",7.1
"PID0111","Specialised workflow",14.6
"PID0112","Write or debug code",28.3
"PID0112","Meeting workflow",129.4
"PID0112","Email workflow",214.6
"PID0112","Communication workflow",120.8
"PID0112","Document and comment",91.4
"PID0112","Analysis and research",111.8
"PID0112","General assistance",61.8
"PID0112","Specialised workflow",35.2
"PID0113","Write or debug code",0
"PID0113","Meeting workflow",0
"PID0113","Email workflow",0
"PID0113","Communication workflow",0
"PID0113","Document and comment",0
"PID0113","Analysis and research",0
"PID0113","General assistance",0
"PID0113","Specialised workflow",0
"PID0114","Write or debug code",377.9
"PID0114","Meeting workflow",89.1
"PID0114","Email workflow",67.8
"PID0114","Communication workflow",67.9
"PID0114","Document and comment",80.8
"PID0114","Analysis and research",121.5
"PID0114","General assistance",41.2
"PID0114","Specialised workflow",55.4
"PID0115","Write or debug code",1.3
"PID0115","Meeting workflow",4.2
"PID0115","Email workflow",7.2
"PID0115","Communication workflow",10
"PID0115","Document and comment",4
"PID0115","Analysis and research",2.4
"PID0115","General assistance",7.6
"PID0115","Specialised workflow",1.7
"PID0116","Write or debug code",7
"PID0116","Meeting workflow",20.1
"PID0116","Email workflow",15.1
"PID0116","Communication workflow",14.2
"PID0116","Document and comment",17.9
"PID0116","Analysis and research",12.9
"PID0116","General assistance",7.4
"PID0116","Specialised workflow",3.6
"PID0117","Write or debug code",0
"PID0117","Meeting workflow",0
"PID0117","Email workflow",0
"PID0117","Communication workflow",0
"PID0117","Document and comment",0
"PID0117","Analysis and research",0
"PID0117","General assistance",0
"PID0117","Specialised workflow",0
"PID0118","Write or debug code",1.3
"PID0118","Meeting workflow",0.3
"PID0118","Email workflow",0.4
"PID0118","Communication workflow",0.4
"PID0118","Document and comment",0.3
"PID0118","Analysis and research",0.5
"PID0118","General assistance",0.2
"PID0118","Specialised workflow",0.3
"PID0119","Write or debug code",1.9
"PID0119","Meeting workflow",17.4
"PID0119","Email workflow",17.8
"PID0119","Communication workflow",12.2
"PID0119","Document and comment",11.7
"PID0119","Analysis and research",9.1
"PID0119","General assistance",6.1
"PID0119","Specialised workflow",2.1
"PID0120","Write or debug code",0
"PID0120","Meeting workflow",0
"PID0120","Email workflow",0
"PID0120","Communication workflow",0
"PID0120","Document and comment",0
"PID0120","Analysis and research",0
"PID0120","General assistance",0
"PID0120","Specialised workflow",0
"PID0121","Write or debug code",11.4
"PID0121","Meeting workflow",46.3
"PID0121","Email workflow",62.7
"PID0121","Communication workflow",87.6
"PID0121","Document and comment",111.3
"PID0121","Analysis and research",57.9
"PID0121","General assistance",27.9
"PID0121","Specialised workflow",14.6
"PID0122","Write or debug code",1.7
"PID0122","Meeting workflow",4.9
"PID0122","Email workflow",9.7
"PID0122","Communication workflow",9.8
"PID0122","Document and comment",4.5
"PID0122","Analysis and research",4.7
"PID0122","General assistance",7.5
"PID0122","Specialised workflow",2.1
"PID0123","Write or debug code",5
"PID0123","Meeting workflow",29.4
"PID0123","Email workflow",34.6
"PID0123","Communication workflow",22.5
"PID0123","Document and comment",16.5
"PID0123","Analysis and research",13.3
"PID0123","General assistance",6.6
"PID0123","Specialised workflow",5.9
"PID0124","Write or debug code",1.5
"PID0124","Meeting workflow",10.6
"PID0124","Email workflow",10.5
"PID0124","Communication workflow",6.3
"PID0124","Document and comment",4.9
"PID0124","Analysis and research",5.5
"PID0124","General assistance",2.7
"PID0124","Specialised workflow",2.6
"PID0125","Write or debug code",13.3
"PID0125","Meeting workflow",47.8
"PID0125","Email workflow",76
"PID0125","Communication workflow",27.8
"PID0125","Document and comment",86.9
"PID0125","Analysis and research",67.9
"PID0125","General assistance",18.7
"PID0125","Specialised workflow",17.3
"PID0126","Write or debug code",14.3
"PID0126","Meeting workflow",38.8
"PID0126","Email workflow",46.3
"PID0126","Communication workflow",18.7
"PID0126","Document and comment",48.5
"PID0126","Analysis and research",69.5
"PID0126","General assistance",19.5
"PID0126","Specialised workflow",16.3
"PID0127","Write or debug code",286.2
"PID0127","Meeting workflow",57.2
"PID0127","Email workflow",93.8
"PID0127","Communication workflow",71
"PID0127","Document and comment",84.2
"PID0127","Analysis and research",115.7
"PID0127","General assistance",53.6
"PID0127","Specialised workflow",43.3
"PID0128","Write or debug code",339.6
"PID0128","Meeting workflow",87.2
"PID0128","Email workflow",91
"PID0128","Communication workflow",76.9
"PID0128","Document and comment",79
"PID0128","Analysis and research",135.2
"PID0128","General assistance",55.4
"PID0128","Specialised workflow",69.8
"PID0129","Write or debug code",30
"PID0129","Meeting workflow",7
"PID0129","Email workflow",6.1
"PID0129","Communication workflow",7.1
"PID0129","Document and comment",5.6
"PID0129","Analysis and research",9.6
"PID0129","General assistance",2.8
"PID0129","Specialised workflow",5.4
"PID0130","Write or debug code",165.4
"PID0130","Meeting workflow",397
"PID0130","Email workflow",397.6
"PID0130","Communication workflow",209.3
"PID0130","Document and comment",293.7
"PID0130","Analysis and research",226.6
"PID0130","General assistance",187.4
"PID0130","Specialised workflow",62.5
"PID0131","Write or debug code",2.9
"PID0131","Meeting workflow",6.3
"PID0131","Email workflow",14.7
"PID0131","Communication workflow",17.3
"PID0131","Document and comment",8.2
"PID0131","Analysis and research",8.1
"PID0131","General assistance",13.5
"PID0131","Specialised workflow",5.3
"PID0132","Write or debug code",0
"PID0132","Meeting workflow",0
"PID0132","Email workflow",0
"PID0132","Communication workflow",0
"PID0132","Document and comment",0
"PID0132","Analysis and research",0
"PID0132","General assistance",0
"PID0132","Specialised workflow",0
"PID0133","Write or debug code",1.3
"PID0133","Meeting workflow",4
"PID0133","Email workflow",3.4
"PID0133","Communication workflow",3.1
"PID0133","Document and comment",6.8
"PID0133","Analysis and research",9.3
"PID0133","General assistance",2.4
"PID0133","Specialised workflow",1.7
"PID0134","Write or debug code",14.3
"PID0134","Meeting workflow",113.1
"PID0134","Email workflow",139
"PID0134","Communication workflow",79.1
"PID0134","Document and comment",46.4
"PID0134","Analysis and research",34
"PID0134","General assistance",27.2
"PID0134","Specialised workflow",24.4
"PID0135","Write or debug code",9
"PID0135","Meeting workflow",52.6
"PID0135","Email workflow",50.8
"PID0135","Communication workflow",42.5
"PID0135","Document and comment",38.3
"PID0135","Analysis and research",27.3
"PID0135","General assistance",22.2
"PID0135","Specialised workflow",10.1
"PID0136","Write or debug code",11.2
"PID0136","Meeting workflow",35.8
"PID0136","Email workflow",72.7
"PID0136","Communication workflow",80
"PID0136","Document and comment",20.5
"PID0136","Analysis and research",32.4
"PID0136","General assistance",53.2
"PID0136","Specialised workflow",26.6
"PID0137","Write or debug code",4.7
"PID0137","Meeting workflow",11
"PID0137","Email workflow",8.1
"PID0137","Communication workflow",4.6
"PID0137","Document and comment",7.8
"PID0137","Analysis and research",6.4
"PID0137","General assistance",3.8
"PID0137","Specialised workflow",1.4
"PID0138","Write or debug code",23.2
"PID0138","Meeting workflow",87.7
"PID0138","Email workflow",108.4
"PID0138","Communication workflow",41.3
"PID0138","Document and comment",136.1
"PID0138","Analysis and research",178.6
"PID0138","General assistance",46.5
"PID0138","Specialised workflow",23.9
"PID0139","Write or debug code",57.6
"PID0139","Meeting workflow",10.3
"PID0139","Email workflow",12.5
"PID0139","Communication workflow",11.7
"PID0139","Document and comment",7.2
"PID0139","Analysis and research",11.7
"PID0139","General assistance",9.2
"PID0139","Specialised workflow",8.8
"PID0140","Write or debug code",0
"PID0140","Meeting workflow",0
"PID0140","Email workflow",0
"PID0140","Communication workflow",0
"PID0140","Document and comment",0
"PID0140","Analysis and research",0
"PID0140","General assistance",0
"PID0140","Specialised workflow",0
"PID0141","Write or debug code",157.5
"PID0141","Meeting workflow",41.9
"PID0141","Email workflow",34
"PID0141","Communication workflow",27.8
"PID0141","Document and comment",25.4
"PID0141","Analysis and research",62
"PID0141","General assistance",27.7
"PID0141","Specialised workflow",24.4
"PID0142","Write or debug code",75.5
"PID0142","Meeting workflow",25
"PID0142","Email workflow",22.5
"PID0142","Communication workflow",18.9
"PID0142","Document and comment",22.9
"PID0142","Analysis and research",19.4
"PID0142","General assistance",12.1
"PID0142","Specialised workflow",16.3
"PID0143","Write or debug code",0.4
"PID0143","Meeting workflow",1.6
"PID0143","Email workflow",2.5
"PID0143","Communication workflow",3.1
"PID0143","Document and comment",1.2
"PID0143","Analysis and research",1
"PID0143","General assistance",1.9
"PID0143","Specialised workflow",0.7
"PID0144","Write or debug code",16.3
"PID0144","Meeting workflow",86.2
"PID0144","Email workflow",114
"PID0144","Communication workflow",83
"PID0144","Document and comment",44.8
"PID0144","Analysis and research",37.8
"PID0144","General assistance",26.8
"PID0144","Specialised workflow",14.9
"PID0145","Write or debug code",10.5
"PID0145","Meeting workflow",27.6
"PID0145","Email workflow",49
"PID0145","Communication workflow",18
"PID0145","Document and comment",94.7
"PID0145","Analysis and research",66.1
"PID0145","General assistance",15.7
"PID0145","Specialised workflow",16.4
"PID0146","Write or debug code",0
"PID0146","Meeting workflow",0
"PID0146","Email workflow",0
"PID0146","Communication workflow",0
"PID0146","Document and comment",0
"PID0146","Analysis and research",0
"PID0146","General assistance",0
"PID0146","Specialised workflow",0
"PID0147","Write or debug code",4.1
"PID0147","Meeting workflow",31.8
"PID0147","Email workflow",24.1
"PID0147","Communication workflow",21.5
"PID0147","Document and comment",16.6
"PID0147","Analysis and research",13
"PID0147","General assistance",6.7
"PID0147","Specialised workflow",4.7
"PID0148","Write or debug code",72.7
"PID0148","Meeting workflow",531.4
"PID0148","Email workflow",702.4
"PID0148","Communication workflow",298.3
"PID0148","Document and comment",210.6
"PID0148","Analysis and research",167.7
"PID0148","General assistance",138.2
"PID0148","Specialised workflow",74.2
"PID0149","Write or debug code",10.7
"PID0149","Meeting workflow",37.7
"PID0149","Email workflow",43.9
"PID0149","Communication workflow",43
"PID0149","Document and comment",59.5
"PID0149","Analysis and research",28.1
"PID0149","General assistance",15.4
"PID0149","Specialised workflow",8.5
"PID0150","Write or debug code",4.1
"PID0150","Meeting workflow",12.1
"PID0150","Email workflow",22.3
"PID0150","Communication workflow",23.7
"PID0150","Document and comment",11.2
"PID0150","Analysis and research",8.8
"PID0150","General assistance",19.3
"PID0150","Specialised workflow",6.4
"PID0151","Write or debug code",23
"PID0151","Meeting workflow",100.1
"PID0151","Email workflow",100.1
"PID0151","Communication workflow",69.1
"PID0151","Document and comment",96.4
"PID0151","Analysis and research",217.4
"PID0151","General assistance",50.2
"PID0151","Specialised workflow",38.6
"PID0152","Write or debug code",0.3
"PID0152","Meeting workflow",1
"PID0152","Email workflow",2.5
"PID0152","Communication workflow",2.5
"PID0152","Document and comment",1.6
"PID0152","Analysis and research",0.7
"PID0152","General assistance",1.3
"PID0152","Specialised workflow",0.6
"PID0153","Write or debug code",7.2
"PID0153","Meeting workflow",31
"PID0153","Email workflow",21.2
"PID0153","Communication workflow",16.3
"PID0153","Document and comment",24.4
"PID0153","Analysis and research",9.7
"PID0153","General assistance",7.7
"PID0153","Specialised workflow",4.3
"PID0154","Write or debug code",92
"PID0154","Meeting workflow",18
"PID0154","Email workflow",22.1
"PID0154","Communication workflow",15.6
"PID0154","Document and comment",21.8
"PID0154","Analysis and research",25
"PID0154","General assistance",14.4
"PID0154","Specialised workflow",11
"PID0155","Write or debug code",7.2
"PID0155","Meeting workflow",31.6
"PID0155","Email workflow",27.6
"PID0155","Communication workflow",15
"PID0155","Document and comment",21.4
"PID0155","Analysis and research",18.3
"PID0155","General assistance",12.4
"PID0155","Specialised workflow",4.1
"PID0156","Write or debug code",13.5
"PID0156","Meeting workflow",31.7
"PID0156","Email workflow",69.6
"PID0156","Communication workflow",79
