"PersonId","MetricDate","Meeting_hours","Scheduled_call_hours","Collaboration_hours","Available_to_focus_hours","Uninterrupted_hours","Interrupted_hours","Open_1_hour_block","Recurring_meeting_hours","Conflicting_meeting_hours","Meeting_hours_with_six_or_fewer_hours_of_advanced_notice","After_hours_collaboration_hours"
"SYN00010",2026-03-22,12.159,1.377,16.499,26.464,9.428,17.036,16,7.627,1.195,0.81,0.945
"SYN00010",2026-03-29,10.691,1.577,15.752,27.733,8.779,18.954,15,5.546,0.318,0.744,1.253
"SYN00010",2026-04-05,9.625,1.965,15.304,28.41,12.654,15.756,15,6.304,0.226,1.454,0.433
"SYN00010",2026-04-12,10.113,0.999,14.718,28.887,11.335,17.553,16,7.752,1.571,1.518,0.887
"SYN00010",2026-04-19,9.24,1.085,13.569,29.675,10.73,18.945,18,4.039,1.217,0.815,2.675
"SYN00010",2026-04-26,11.186,1.272,17.242,27.542,10.019,17.523,17,4.364,0.121,2.085,1.427
"SYN00010",2026-05-03,10.051,1.505,15.441,28.443,10.313,18.131,16,6.512,1.133,0.633,0.14
"SYN00010",2026-05-10,8.434,0.608,12.881,30.958,13.804,17.154,17,5.268,0.759,0.381,1.008
"SYN00010",2026-05-17,10.815,1.126,15.733,28.059,10.486,17.573,13,6.034,1.451,1.493,1.502
"SYN00010",2026-05-24,8.713,1.982,16.847,29.305,12.28,17.025,19,4.278,0.273,0.623,1.418
"SYN00010",2026-05-31,10.302,1.236,15.594,28.462,13.642,14.82,18,5.987,1.357,1.023,0.126
"SYN00010",2026-06-07,8.588,0.774,13.987,30.638,10.664,19.974,15,6.157,0.499,1.383,1.842
"SYN00010",2026-06-14,9.755,0.696,13.959,29.549,12.932,16.617,15,6.305,0.415,1.421,0.853
"SYN00010",2026-06-21,7.928,1.195,12.857,30.877,11.981,18.896,21,5.291,0.76,0.295,0.968
"SYN00010",2026-06-28,10.073,1.734,16.223,28.193,11.215,16.978,14,5.847,1.592,1.042,1.811
"SYN00011",2026-01-04,9.492,1.665,15.415,28.843,11.533,17.311,18,6.364,1.528,2.662,4.711
"SYN00011",2026-01-11,11.047,1.843,18.215,27.109,11.743,15.366,17,4.309,2.474,2.315,5.242
"SYN00011",2026-01-18,8.286,2.055,16.415,29.659,13.402,16.257,14,5.179,1.252,1.547,4.794
"SYN00011",2026-01-25,8.552,0.95,14.345,30.499,14.921,15.577,22,4.461,1.667,2.374,4.2
"SYN00011",2026-02-01,10.977,1.71,16.434,27.313,9.967,17.346,18,6.305,2.193,2.107,5.011
"SYN00011",2026-02-08,8.631,0.72,14.102,30.648,13.087,17.561,17,4.647,2.112,1.998,4.697
"SYN00011",2026-02-15,12.591,0.945,18.508,26.464,10.012,16.451,13,5.784,1.647,3.361,4.061
"SYN00011",2026-02-22,8.476,1.016,14.377,30.508,13.582,16.925,17,3.425,1.859,2.377,4.163
"SYN00011",2026-03-01,11.596,1.041,20.106,27.363,13.111,14.252,18,7.849,3.175,3.006,5.542
"SYN00011",2026-03-08,12.365,1.865,19.051,25.771,8.651,17.12,18,5.059,2.39,3.971,4.311
"SYN00011",2026-03-15,10.054,1.628,16.926,28.318,12.153,16.165,14,4.543,1.695,2.796,4.843
"SYN00011",2026-03-22,10.366,1.62,16.715,28.014,11.251,16.763,16,6.397,2.744,3.502,4.748
"SYN00011",2026-03-29,8.572,1.229,14.52,30.199,14.757,15.443,15,5.723,2.232,1.34,4.786
"SYN00011",2026-04-05,7.812,1.39,15.674,30.798,12.756,18.042,19,5.741,2.226,2.665,3.857
"SYN00011",2026-04-12,11.151,1.983,19.58,26.866,10.982,15.884,14,4.328,1.996,3.14,3.076
"SYN00011",2026-04-19,7.906,0.924,14.28,31.17,12.05,19.121,20,6.094,1.204,1.718,5.048
"SYN00011",2026-04-26,6.112,0.782,10.934,33.106,12.286,20.821,15,3.603,1.374,1.458,4.735
"SYN00011",2026-05-03,10.759,1.155,17.119,28.086,11.103,16.983,16,7.634,1.979,2.121,4.894
"SYN00011",2026-05-10,8.522,1.426,15.745,30.051,12.612,17.44,14,3.862,2.027,1.915,4.991
"SYN00011",2026-05-17,8.342,0.799,15.842,30.859,15.509,15.35,17,6.289,1.302,1.643,4.075
"SYN00011",2026-05-24,10.07,1.777,16.364,28.153,9.234,18.919,15,6.735,1.966,1.668,5.651
"SYN00011",2026-05-31,8.956,1.412,15.873,29.632,13.66,15.971,16,4.371,1.759,3.029,5.39
"SYN00011",2026-06-07,10.703,2.156,17.408,27.141,12.886,14.255,17,4.583,1.744,2.05,4.025
"SYN00011",2026-06-14,7.046,2.123,14.095,30.831,14.358,16.473,19,2.906,1.514,1.182,5.267
"SYN00011",2026-06-21,8.218,1.521,14.62,30.261,11.677,18.585,17,4.919,1.812,2.138,4.436
"SYN00011",2026-06-28,7.498,1.784,12.636,30.719,11.156,19.562,18,3.872,1.586,2.31,4.352
"SYN00012",2026-01-04,4.238,1.395,9.244,34.367,20.453,13.914,23,2.226,0.449,0.494,0.374
"SYN00012",2026-01-11,5.213,0.72,9.352,34.067,16.713,17.354,19,2.746,0.833,0.07,0.657
"SYN00012",2026-01-18,4.858,1.014,8.901,34.129,19.118,15.011,17,2.378,0.589,0.603,0.093
"SYN00012",2026-01-25,4.226,1.591,7.728,34.184,20.623,13.56,21,2.723,0.26,0.508,1.046
"SYN00012",2026-02-01,4.187,1.404,8.773,34.408,20.624,13.785,19,2.122,0.369,0.14,1.441
"SYN00012",2026-02-08,2.552,1.068,6.261,36.38,17.529,18.851,19,1.286,0.217,0.479,0.514
"SYN00012",2026-02-15,2.388,1.309,7.99,36.303,18.928,17.374,22,1.489,0.293,0.061,0
"SYN00012",2026-02-22,2.221,1.504,5.665,36.275,19.576,16.699,21,1.021,0.146,0.069,0
"SYN00012",2026-03-01,2.788,1.457,5.763,35.756,21.399,14.356,23,1.334,0.053,0.122,0.774
"SYN00012",2026-03-08,2.382,0.728,5.668,36.89,20.162,16.728,23,1.365,0.271,0.078,0.102
"SYN00012",2026-03-15,3.212,0.943,7.025,35.845,17.391,18.454,24,1.002,0.205,0.571,0.528
"SYN00012",2026-03-22,4.456,0.596,7.679,34.948,17.007,17.941,20,1.97,0.084,0.859,1.778
"SYN00012",2026-03-29,3.174,0.82,6.1,36.006,22.245,13.761,23,1.549,0.303,0.48,0.044
"SYN00012",2026-04-05,3.009,1.019,6.35,35.972,18.369,17.604,24,1.198,0.079,0.382,1.208
"SYN00012",2026-04-12,3.48,0.776,7.418,35.744,19.583,16.161,22,1.19,0.21,0.161,0.038
"SYN00012",2026-04-19,2.06,0.855,6.403,37.085,18.183,18.901,17,1.19,0.173,0.247,0.758
"SYN00012",2026-04-26,0.5,0.435,3.979,39.065,19.149,19.916,23,0.253,0.073,0.032,0.719
"SYN00012",2026-05-03,2.418,1.042,6.2,36.54,23.303,13.236,19,1.551,0.117,0.4,0
"SYN00012",2026-05-10,4.097,0.298,6.044,35.606,18.048,17.557,21,1.993,0.511,0.753,0.12
"SYN00012",2026-05-17,3.296,0.914,6.118,35.79,18.874,16.916,19,2.254,0.344,0.641,0
"SYN00012",2026-05-24,2.191,1.547,5.809,36.262,20.464,15.798,23,1.004,0.265,0.433,0.058
"SYN00012",2026-05-31,1.68,0.661,4.156,37.659,21.031,16.629,22,0.711,0.139,0.311,0.82
"SYN00012",2026-06-07,2.612,1.184,9.357,36.204,19.94,16.264,25,0.951,0.342,0.141,0.246
"SYN00012",2026-06-14,6.248,0.714,10.919,33.039,18.048,14.991,17,2.168,0.774,0.353,0.798
"SYN00012",2026-06-21,0.719,0.949,4.795,38.332,17.933,20.399,26,0.358,0.032,0.085,1.236
"SYN00012",2026-06-28,2.003,1.133,4.706,36.863,18.885,17.978,20,1.27,0.245,0.341,0
"SYN00013",2026-01-04,3.854,0.619,6.07,35.527,16.487,19.04,20,1.278,0.531,0.698,2.205
"SYN00013",2026-01-11,5.918,0.267,9.33,33.814,17.469,16.345,17,3.832,0.458,0.989,1.882
"SYN00013",2026-01-18,3.822,1.109,7.208,35.069,18.636,16.432,17,1.94,0.073,0.051,0.269
"SYN00013",2026-01-25,4.826,1.5,8.148,33.674,15.892,17.783,16,1.982,0.552,0.454,1.202
"SYN00013",2026-02-01,2.686,0.544,7.313,36.77,17.581,19.189,16,1.103,0.162,0.245,0.62
"SYN00013",2026-02-08,4.516,1.071,7.758,34.412,18.214,16.198,20,1.48,0.073,0.207,2.969
"SYN00013",2026-02-15,8.889,1.472,13.224,29.639,13.361,16.277,15,3.314,0.332,1.085,0.996
"SYN00013",2026-02-22,5.596,0.25,10.209,34.154,16.23,17.924,19,3.267,0.253,1.034,0.828
"SYN00013",2026-03-01,7.048,0.98,9.847,31.971,15.784,16.187,15,3.055,0,1.022,3.01
"SYN00013",2026-03-08,5.478,0.706,8.684,33.817,21.536,12.281,19,2.408,0.488,0.944,2.121
"SYN00013",2026-03-15,5.347,0.646,8.2,34.007,15.151,18.856,14,3.581,0,0.316,1.964
"SYN00013",2026-03-22,5.054,1.007,7.655,33.939,17.564,16.375,19,1.718,0.032,0.631,0.287
"SYN00013",2026-03-29,5.814,1.591,10.819,32.596,15.009,17.587,15,3.394,0.387,0.631,1.075
"SYN00013",2026-04-05,2.287,0.25,5.1,37.463,19.97,17.493,20,1.237,0.005,0.421,2.524
"SYN00013",2026-04-12,4.823,1.146,8.482,34.031,17.369,16.663,16,1.567,0.719,0.272,2.626
"SYN00013",2026-04-19,3.389,0.88,8.698,35.731,16.391,19.34,20,2.238,0.059,0.423,1.677
"SYN00013",2026-04-26,6.683,1.137,10.641,32.179,16.909,15.27,20,3.463,0.304,0.994,2.778
"SYN00013",2026-05-03,5.844,0.431,9.129,33.725,20.422,13.303,19,2.192,0.616,0.329,1.935
"SYN00013",2026-05-10,5.562,0.358,8.938,34.08,20.015,14.065,20,3.127,0.833,0.455,1.146
"SYN00013",2026-05-17,8.062,1.174,11.137,30.764,13.687,17.077,18,3.589,0.246,1.573,2.223
"SYN00013",2026-05-24,5.119,0.687,8.745,34.194,15.257,18.938,20,1.795,0.632,0.855,1.803
"SYN00013",2026-05-31,4.276,0.25,6.511,35.474,18.24,17.234,19,2.501,0.292,0.381,1.544
"SYN00013",2026-06-07,4.433,1.499,10.694,34.068,18.729,15.339,19,1.819,0.236,0.456,1.253
"SYN00013",2026-06-14,5.677,0.497,9.083,33.827,17.48,16.346,20,3.777,0.322,0.491,2.376
"SYN00013",2026-06-21,2.873,0.75,5.834,36.376,21.997,14.379,20,1.429,0.194,0.102,1.017
"SYN00013",2026-06-28,3.868,1.239,8.029,34.894,18.845,16.049,21,2.133,0,0.48,1.631
"SYN00014",2026-01-04,8.458,1.786,12.884,29.756,8.758,20.998,16,3.62,0.896,1.385,1.137
"SYN00014",2026-01-11,9.569,1.161,15.236,29.271,10.327,18.944,20,3.953,1.395,0.775,1.835
"SYN00014",2026-01-18,10.329,1.012,17.187,28.659,8.656,20.003,17,5.593,1.365,0.505,0.765
"SYN00014",2026-01-25,9.65,1.074,13.987,29.276,12.645,16.631,14,4.713,0.762,0.589,0
"SYN00014",2026-02-01,11.701,1.6,17.991,26.699,7.408,19.291,13,7.157,0.352,0.37,1.234
"SYN00014",2026-02-08,14.299,1.663,19.953,24.038,8.747,15.291,9,5.745,0.462,2.265,1.25
"SYN00014",2026-02-15,7.175,1.226,12.521,31.599,12.875,18.724,18,4.915,0.144,1.53,1.099
"SYN00014",2026-02-22,14.3,1.267,19.798,24.434,8.149,16.284,14,6.445,0.699,1.497,2.088
"SYN00014",2026-03-01,9.652,0.78,13.243,29.568,8.958,20.61,18,5.409,1.649,1.237,0.968
"SYN00014",2026-03-08,9.406,1.083,14.031,29.51,7.818,21.693,18,6.147,0.133,0.311,1.781
"SYN00014",2026-03-15,8.512,0.546,11.652,30.942,11.449,19.493,16,4.91,0.784,0.682,1.163
"SYN00014",2026-03-22,9.724,0.562,14,29.714,9.674,20.039,17,4.866,1.504,0.548,0.985
"SYN00014",2026-03-29,9.932,0.561,15.016,29.507,7.422,22.085,17,5.934,1.264,0.69,1.198
"SYN00014",2026-04-05,8.582,1.032,15.581,30.386,10.751,19.634,20,4.574,1.434,1.474,1.918
"SYN00014",2026-04-12,10.13,1.361,14.425,28.51,7.94,20.57,16,5.214,0.663,2.247,0.387
"SYN00014",2026-04-19,8.386,1.005,13.389,30.609,11.474,19.135,16,3.214,1.32,0.468,0.121
"SYN00014",2026-04-26,5.928,1.904,10.195,32.168,12.749,19.418,16,3.634,0.822,0.389,1.782
"SYN00014",2026-05-03,9.756,1.176,13.929,29.068,8.572,20.496,16,7.354,0.763,1.508,0.897
"SYN00014",2026-05-10,9.987,0.671,14.659,29.342,11.666,17.676,19,3.762,0.548,1.601,0.12
"SYN00014",2026-05-17,7.458,1.623,12.132,30.919,9.58,21.339,19,3.103,1.158,0.253,0.01
"SYN00014",2026-05-24,10.301,1.505,15.537,28.194,10.032,18.162,14,5.996,0.755,1.882,1.433
"SYN00014",2026-05-31,7.051,0.512,10.661,32.437,9.278,23.159,19,4.273,0.624,1.368,0.417
"SYN00014",2026-06-07,9.059,1.302,13.889,29.639,12.104,17.535,16,4.795,1.216,0.307,0.432
"SYN00014",2026-06-14,8.208,0.564,11.975,31.228,10.812,20.416,16,5.248,1.454,1.104,0.882
"SYN00014",2026-06-21,11.319,1.433,17.139,27.248,9.199,18.049,13,5.599,0.303,1.91,1.209
"SYN00014",2026-06-28,11.759,1.47,16.572,26.77,6.768,20.002,14,8.305,1.783,1.784,0
"SYN00015",2026-01-04,4.176,1.422,8.89,34.402,14.864,19.538,22,1.663,0.393,0.111,0.517
"SYN00015",2026-01-11,5.492,1.377,10.217,33.132,13.652,19.48,21,3.051,0.577,0.884,1.513
"SYN00015",2026-01-18,6.314,1.319,10.342,32.367,12.01,20.357,17,2.716,0.407,0.95,1.769
"SYN00015",2026-01-25,6.25,1.448,11.427,32.302,13.52,18.782,17,3.558,0.262,1.247,0
"SYN00015",2026-02-01,4.431,1.14,11.029,34.429,15.008,19.421,16,1.659,0.214,0.904,1.646
"SYN00015",2026-02-08,4.837,1.701,11.496,33.462,15.672,17.79,16,2.073,0.382,0.682,1.507
"SYN00015",2026-02-15,4.675,0.422,8.372,34.903,13.427,21.475,19,2.532,0.314,0.603,0.306
"SYN00015",2026-02-22,9.282,0.8,13.21,29.918,13.417,16.501,19,3.718,0.81,1.614,1.357
"SYN00015",2026-03-01,8.533,0.894,11.962,30.573,9.884,20.689,21,4.105,1.448,0.663,1.767
"SYN00015",2026-03-08,7.238,1.577,13.5,31.184,11.978,19.206,18,4.125,0.816,0.798,0.829
"SYN00015",2026-03-15,7.651,0.998,11.58,31.351,14.621,16.73,20,4.768,0.047,1.593,1.777
"SYN00015",2026-03-22,5.708,1.378,12.092,32.914,14.415,18.499,17,2.29,0.738,0.206,2.117
"SYN00015",2026-03-29,6.237,0.548,10.955,33.214,16.805,16.41,16,2.28,0.78,0.638,0.498
"SYN00015",2026-04-05,3.378,1.533,8.959,35.089,15.616,19.473,21,1.247,0.162,0.266,1.09
"SYN00015",2026-04-12,5.056,0.924,9.098,34.02,15.688,18.332,18,2.683,0.278,0.972,2.082
"SYN00015",2026-04-19,5.658,0.857,10.375,33.485,14.886,18.598,19,3.192,0.038,0.139,0.039
"SYN00015",2026-04-26,5.774,1.807,11.691,32.419,16.533,15.886,19,3.025,0.365,0.522,1.236
"SYN00015",2026-05-03,3.821,0.819,7.382,35.36,15.849,19.511,22,1.918,0.145,0.451,0.573
"SYN00015",2026-05-10,6.979,1.796,12.617,31.226,14.137,17.089,17,2.411,0.609,1.356,0.444
"SYN00015",2026-05-17,4.607,0.802,8.97,34.591,12.551,22.04,20,1.814,0.225,0.616,1.44
"SYN00015",2026-05-24,3.582,1.427,7.139,34.991,16.557,18.434,18,2.059,0.542,0.584,0.998
"SYN00015",2026-05-31,5.19,1.366,11.56,33.444,15.511,17.933,20,2.491,0.354,0.615,0.756
"SYN00015",2026-06-07,4.54,0.669,8.422,34.792,13.038,21.754,16,3.274,0.322,0.498,1.376
"SYN00015",2026-06-14,5.242,0.836,9.594,33.923,12.364,21.559,20,1.846,0.405,0.296,1.184
"SYN00015",2026-06-21,5.159,0.96,8.212,33.881,15.337,18.544,19,3.642,0.571,0.721,2.077
"SYN00015",2026-06-28,6.101,0.815,9.993,33.084,14.652,18.432,21,2.213,0.526,0.204,0.895
"SYN00016",2026-01-04,10.43,0.547,16.294,29.023,9.32,19.703,16,7.805,0.32,1.695,1.922
"SYN00016",2026-01-11,10.873,1.824,16.193,27.303,10.196,17.107,14,7.376,1.727,1.847,0.597
"SYN00016",2026-01-18,12.566,1.008,17.14,26.425,5.071,21.354,12,8.992,0.582,2.659,0.977
"SYN00016",2026-01-25,11.553,1.204,16.251,27.243,7.191,20.053,18,6.729,0.653,2.026,1.13
"SYN00016",2026-02-01,12.554,1.277,16.96,26.169,9.744,16.425,18,7.308,2.241,0.741,1.527
"SYN00016",2026-02-08,10.899,1.884,15.503,27.217,7.084,20.133,16,4.752,1.223,2.311,2.296
"SYN00016",2026-02-15,12.172,1.953,18.011,25.875,8.47,17.405,13,6.19,0.336,0.449,0.97
"SYN00016",2026-02-22,10.974,1.043,15.507,27.983,9.4,18.583,19,7.133,0.601,2.407,1.966
"SYN00016",2026-03-01,14.327,1.805,19.946,23.867,5.621,18.246,12,9.076,1.773,1.094,0.306
"SYN00016",2026-03-08,14.608,0.875,19.638,24.518,5.988,18.53,13,7.774,0.883,3.17,1.918
"SYN00016",2026-03-15,11.107,0.773,15.309,28.12,9.188,18.932,16,5.986,0.242,1.57,0
"SYN00016",2026-03-22,10.276,1.332,15.092,28.392,7.473,20.919,15,6.276,1.015,0.409,1.734
"SYN00016",2026-03-29,11.687,1.847,18.347,26.466,7.904,18.562,12,6.467,0.664,0.891,0.297
"SYN00016",2026-04-05,12.239,1.671,18.232,26.09,5.057,21.033,15,5.796,0.765,2.17,0.392
"SYN00016",2026-04-12,9.961,1.551,15.524,28.487,8.678,19.809,17,5.638,1.472,2.251,2.269
"SYN00016",2026-04-19,11.15,1.241,16.025,27.61,10.099,17.511,16,4.932,1.017,1.65,1.909
"SYN00016",2026-04-26,9.65,1.493,16.627,28.857,7.084,21.772,18,5.023,0.55,1.132,0.836
"SYN00016",2026-05-03,13.417,1.247,18.183,25.336,9.223,16.113,13,5.731,1.49,1.399,0.358
"SYN00016",2026-05-10,11.878,1.23,17.432,26.892,5.846,21.046,16,8.316,2.03,1.697,0.527
"SYN00016",2026-05-17,10.426,1.699,16.526,27.874,11.27,16.605,13,3.903,0.684,1.394,1.13
"SYN00016",2026-05-24,13.237,0.932,18.306,25.831,4.877,20.954,15,5.826,1.394,0.891,0.237
"SYN00016",2026-05-31,9.756,0.832,14.595,29.412,10.114,19.298,15,6.704,0.271,0.325,1.772
"SYN00016",2026-06-07,11.41,0.665,15.57,27.926,11.267,16.659,13,4.856,0.626,1.806,0.485
"SYN00016",2026-06-14,11.739,0.671,15.857,27.59,8.353,19.237,10,6.407,0.556,0.885,1.139
"SYN00016",2026-06-21,13.6,1.978,20.413,24.422,9.556,14.865,19,5.972,1.804,1.67,0.931
"SYN00016",2026-06-28,11.941,0.664,15.506,27.394,9.454,17.941,15,9.082,1.198,0.78,1.149
"SYN00017",2026-01-04,5.744,1.454,9.768,32.802,17.346,15.456,17,3.358,0.38,0.45,0.949
"SYN00017",2026-01-11,3.437,1.053,8.038,35.51,17.737,17.772,19,1.901,0.391,0.221,0.973
"SYN00017",2026-01-18,5.774,1.181,9.069,33.045,15.945,17.1,16,2.923,0.877,0.828,0.783
"SYN00017",2026-01-25,3.921,0.95,8.21,35.129,18.135,16.995,23,2.543,0.418,0.587,1.476
"SYN00017",2026-02-01,4.381,1.143,7.868,34.475,18.415,16.06,19,2.31,0,0.372,2.672
"SYN00017",2026-02-08,5.089,1.162,8.666,33.749,18.488,15.261,18,1.633,0.435,0.974,0.259
"SYN00017",2026-02-15,5.883,1.322,8.325,32.795,16.169,16.625,17,3.511,0.224,0.63,1.41
"SYN00017",2026-02-22,3.909,0.638,5.936,35.452,16.02,19.432,19,1.876,0.189,0.773,0.553
"SYN00017",2026-03-01,3.631,1.179,8.003,35.19,17.772,17.418,23,1.402,0.425,0.069,1.674
"SYN00017",2026-03-08,0.505,0.25,3.981,39.245,17.871,21.374,19,0.205,0.056,0.08,0.828
"SYN00017",2026-03-15,4.37,0.25,6.294,35.38,17.2,18.179,16,1.814,0.09,0.839,0
"SYN00017",2026-03-22,1.212,1.515,4.338,37.273,18.706,18.567,19,0.69,0.016,0.178,0
"SYN00017",2026-03-29,1.936,1.17,4.583,36.894,17.031,19.863,23,1.188,0.189,0.351,1.389
"SYN00017",2026-04-05,3.408,1.352,7.033,35.24,16.65,18.59,21,1.164,0.065,0.291,0.56
"SYN00017",2026-04-12,4.123,0.25,6.496,35.627,17.753,17.874,22,2.785,0.049,0.727,0.901
"SYN00017",2026-04-19,0.875,0.25,4.158,38.875,21.332,17.542,22,0.369,0.095,0.178,0.859
"SYN00017",2026-04-26,4.636,0.25,7.901,35.114,16.741,18.374,18,3.171,0.326,0.194,1.83
"SYN00017",2026-05-03,2.118,1.047,4.999,36.835,19.399,17.435,18,1.422,0.001,0.351,0.225
"SYN00017",2026-05-10,2.364,1.154,5.633,36.482,13.308,23.174,20,1.05,0.123,0.233,0.808
"SYN00017",2026-05-17,1.196,0.799,6.756,38.005,20.658,17.347,22,0.683,0.078,0.075,1.463
"SYN00017",2026-05-24,2.678,0.612,5.993,36.71,19.034,17.675,23,1.704,0.185,0.339,0.803
"SYN00017",2026-05-31,4.708,0.775,8.185,34.517,18.379,16.138,18,3.125,0,0.902,0.874
"SYN00017",2026-06-07,1.848,0.305,5.282,37.846,19.418,18.428,25,1.107,0.167,0.358,0.898
"SYN00017",2026-06-14,2.712,1.081,7.997,36.208,18.464,17.743,20,1.163,0.195,0.11,1.1
"SYN00017",2026-06-21,0.5,1.515,4.424,37.985,20.503,17.482,22,0.189,0.03,0.079,0.61
"SYN00017",2026-06-28,2.559,0.646,4.684,36.794,16.118,20.677,17,1.371,0.387,0.094,0.893
"SYN00018",2026-01-04,8.772,0.56,12.714,30.668,11.333,19.335,19,6.207,0.65,0.639,0.349
"SYN00018",2026-01-11,9.072,0.74,14.526,30.187,12.648,17.54,18,5.472,0.532,1.384,0
"SYN00018",2026-01-18,8.967,0.716,12.871,30.317,12.746,17.571,15,6.44,0.361,1.689,1.187
"SYN00018",2026-01-25,9.715,1.636,13.675,28.649,11.113,17.536,12,5.461,0.208,1.784,1.42
"SYN00018",2026-02-01,7.326,0.64,11.461,32.034,11.468,20.566,19,3.983,1.219,0.982,0.533
"SYN00018",2026-02-08,7.477,0.873,12.64,31.65,16.155,15.495,16,4.404,0.985,0.4,1.512
"SYN00018",2026-02-15,12.691,1.676,17.425,25.633,8.49,17.142,16,4.813,0.707,0.752,0.125
"SYN00018",2026-02-22,6.733,1.064,11.008,32.203,10.869,21.334,19,3.264,0.94,0.306,0.55
"SYN00018",2026-03-01,12.445,1.121,16.582,26.434,10.038,16.396,17,5.433,0.428,0.802,1.347
"SYN00018",2026-03-08,9.667,0.861,14.7,29.473,15.021,14.451,15,5.783,0.542,0.591,0.758
"SYN00018",2026-03-15,7.42,1.124,11.587,31.456,10.201,21.255,12,2.7,0.643,1.553,0
"SYN00018",2026-03-22,9.328,0.774,13.719,29.898,10.288,19.61,15,5.422,0.913,0.509,0.218
"SYN00018",2026-03-29,7.8,1.938,13.691,30.262,11.376,18.885,18,5.845,1.268,0.961,0.603
"SYN00018",2026-04-05,10.016,1.926,15.928,28.058,8.988,19.07,16,6.813,1.106,2.222,1.188
"SYN00018",2026-04-12,10.148,1.887,15.882,27.966,8.389,19.577,14,6.141,1.145,1.73,2.226
"SYN00018",2026-04-19,8.185,1.098,12.465,30.717,12.106,18.611,17,5.528,0.802,1.656,2.268
"SYN00018",2026-04-26,10.145,0.793,14.624,29.061,12.835,16.227,18,7.036,1.125,0.982,1.393
"SYN00018",2026-05-03,9.59,0.77,12.619,29.64,11.23,18.41,18,7.089,1.71,0.295,1.253
"SYN00018",2026-05-10,8.48,1.592,14.044,29.928,13.568,16.36,17,5.537,0.196,0.747,1.27
"SYN00018",2026-05-17,7.854,1.613,13.25,30.533,10.132,20.402,19,5.644,0.463,1.182,0.736
"SYN00018",2026-05-24,8.461,0.755,12.199,30.784,9.445,21.338,19,5.002,1.197,0.366,0.743
"SYN00018",2026-05-31,9.559,1.541,13.991,28.9,9.36,19.541,14,3.671,1.627,1.132,1.047
"SYN00018",2026-06-07,9.98,0.57,16.377,29.451,11.725,17.726,15,5.262,0.14,1.277,1.528
"SYN00018",2026-06-14,10.834,0.572,14.747,28.594,11.839,16.755,14,4.133,0.408,0.363,0
"SYN00018",2026-06-21,7.719,1.198,11.316,31.082,14.153,16.929,12,4.262,0.541,0.319,0.982
"SYN00018",2026-06-28,9.324,1.292,15.215,29.384,13.173,16.212,14,4.275,0.8,1.106,1.106
"SYN00019",2026-01-04,5.384,1.565,9.673,33.051,18.225,14.826,20,3.25,0.527,0.667,0.931
"SYN00019",2026-01-11,5.401,0.661,7.934,33.938,15.963,17.975,22,2.119,0.823,0.916,1.223
"SYN00019",2026-01-18,5.722,0.503,8.42,33.776,13.383,20.392,17,3.898,0.599,0.297,0.361
"SYN00019",2026-01-25,4.935,1.266,9.142,33.799,16.591,17.207,18,2.269,0.651,0.411,0.236
"SYN00019",2026-02-01,4.068,0.474,5.84,35.458,18.016,17.442,19,2.767,0,0.297,0.138
"SYN00019",2026-02-08,3.404,1.206,6.9,35.39,14.17,21.22,23,1.13,0.327,0.175,0.478
"SYN00019",2026-02-15,4.342,1.165,7.093,34.493,14.937,19.557,18,2.746,0.396,0.661,0.321
"SYN00019",2026-02-22,3.277,0.27,6.303,36.453,16.308,20.145,19,1.761,0.066,0.404,0
"SYN00019",2026-03-01,5.513,1.492,9.619,32.994,15.213,17.782,18,3.131,0.15,0.305,0.759
"SYN00019",2026-03-08,6.065,0.693,9.132,33.242,14.792,18.45,17,3.243,0.954,1.267,1.295
"SYN00019",2026-03-15,7.339,0.39,10.596,32.271,11.584,20.687,15,4.394,0.726,0.33,0.77
"SYN00019",2026-03-22,2.545,0.25,6.491,37.205,14.548,22.656,25,1.387,0.32,0.028,0.047
"SYN00019",2026-03-29,2.752,0.826,5.803,36.422,19.129,17.293,19,1.796,0.369,0.286,0.218
"SYN00019",2026-04-05,4.138,1.556,9.968,34.306,20.985,13.321,16,1.818,0.073,0.332,0.231
"SYN00019",2026-04-12,5.649,1.442,10.356,32.91,14.065,18.844,20,3.01,0.112,0.569,1.602
"SYN00019",2026-04-19,4.741,1.417,7.447,33.842,15.561,18.281,18,2.561,0.169,0.66,0
"SYN00019",2026-04-26,3.207,1.145,7.93,35.649,17.017,18.632,19,1.44,0.165,0.373,0.181
"SYN00019",2026-05-03,1.717,0.458,3.589,37.824,21.798,16.026,26,0.953,0.023,0.203,1.132
"SYN00019",2026-05-10,3.47,1.464,8.276,35.066,16.13,18.936,22,1.732,0.321,0.581,0.983
"SYN00019",2026-05-17,2.867,1.415,5.699,35.718,16.624,19.093,19,1.371,0.393,0.294,0.185
"SYN00019",2026-05-24,6.459,0.386,9.204,33.155,17.449,15.706,16,1.983,0.298,0.361,0
"SYN00019",2026-05-31,1.026,1.586,6.411,37.389,16.635,20.754,20,0.563,0.095,0.064,1.468
"SYN00019",2026-06-07,5.585,0.705,9.884,33.71,14.726,18.984,16,3.498,0.019,0.08,0.165
"SYN00019",2026-06-14,5.871,0.908,9.215,33.222,15.543,17.678,17,3.234,0,0.308,1.087
"SYN00019",2026-06-21,2.619,1.596,6.384,35.785,16.509,19.276,23,0.864,0.361,0.328,0.561
